,Composition,N Lipids/Layer,N_water,Temperature (K),Avg Membrane Thickness,Kappa (q^-4),Kappa (BW-DCF),Kappa (RSF),Node Features,Edge List,Graph-Level Features
143,"15.00% CHOL, 85.00% LPPE",2478,197027,310,4.05,38.99,22.72,51.01,"[('C2A', 'C1'), ('GL2', 'Na'), ('PO4', 'Qa'), ('C3A', 'C1'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C3B', 'C1'), ('NH3', 'Qd'), ('GL1', 'Na'), ('C1A', 'C1')]","[('NH3', 'PO4'), ('GL1', 'PO4'), ('GL1', 'GL2'), ('C2A', 'C3A'), ('C1A', 'C2A'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C1B', 'GL2'), ('C1A', 'GL1'), ('C3A', 'C4A')]","[0.15, 0.85]"
144,"15.00% CHOL, 85.00% DBSM",2478,193388,310,4.6,41.4,41.94,38.51,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C3B', 'C4B'), ('AM1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('AM2', 'C1B'), ('C4B', 'C5B'), ('C2A', 'C3A'), ('C3A', 'C4A')]","[0.15, 0.85]"
145,"85.00% XNSM, 15.00% DVPE",2915,181347,310,4.8,39.42,37.8,24.55,"[('D3A', 'C3'), ('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D3B', 'C3'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C2A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
146,"85.00% XNSM, 15.00% DVPC",2915,181378,310,4.77,39.82,38.06,24.27,"[('D3A', 'C3'), ('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D3B', 'C3'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C2A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
147,"85.00% XNSM, 15.00% DTPE",2914,182202,310,4.78,37.66,36.09,24.48,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
148,"85.00% XNSM, 15.00% DTPC",2913,182196,310,4.75,32.52,31.13,23.7,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('GL2', 'Na'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('D4B', 'C3'), ('C5A', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('PO4', 'Qa')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
149,"85.00% XNSM, 15.00% DRPC",2915,179976,310,4.71,26.98,2420.56,21.44,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('D5B', 'C4'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('D1B', 'C4'), ('D1A', 'C4'), ('PO4', 'Qa'), ('D5A', 'C4'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('D6B', 'C4'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1'), ('D6A', 'C4')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('D4A', 'D5A'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('D1B', 'D2B'), ('D5A', 'D6A'), ('GL1', 'GL2'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('D1A', 'GL1'), ('D4B', 'D5B'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('D3B', 'D4B'), ('D1B', 'GL2'), ('D5B', 'D6B'), ('D1A', 'D2A'), ('C4A', 'C5A')]","[0.85, 0.15]"
150,"85.00% XNSM, 15.00% DPSM",2915,181379,310,4.82,35.53,37.7,25.24,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('D4B', 'C3'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C5B', 'C6B'), ('C3B', 'C4B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C2A', 'C3A'), ('C4A', 'C5A'), ('C3A', 'C4A')]","[0.85, 0.15]"
151,"85.00% XNSM, 15.00% DPPE",2915,181337,310,4.84,39.6,37.02,25.88,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
152,"85.00% XNSM, 15.00% DPPC",2915,181349,310,4.81,38.78,41.98,24.94,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
153,"85.00% XNSM, 15.00% DOPE",2915,181332,310,4.79,37.62,35.69,24.33,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('D2B', 'C3'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'D2B'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
154,"85.00% XNSM, 15.00% DOPC",2915,181348,310,4.76,39.66,37.27,23.68,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('PO4', 'Qa'), ('D2B', 'C3'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('D2A', 'C3'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C3A', 'D2A'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'D2B'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
155,"85.00% XNSM, 15.00% DNPE",2915,179969,310,4.98,38.21,34.37,24.3,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C5A', 'C6A'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
156,"85.00% XNSM, 15.00% DNPC",2915,179975,310,4.94,38.85,42.26,23.57,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('D4A', 'C3'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C5A', 'D4A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C5A', 'C6A'), ('C3A', 'D4A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
157,"85.00% XNSM, 15.00% DLPE",2915,181904,310,4.81,38.29,38.93,25.5,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
158,"85.00% XNSM, 15.00% DLPC",2915,181909,310,4.78,36.08,37.25,25.01,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('GL2', 'Na'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('D4B', 'C3'), ('C5A', 'C1'), ('C3B', 'C1'), ('C1A', 'C1'), ('GL1', 'Na'), ('PO4', 'Qa')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
159,"85.00% XNSM, 15.00% DIPE",2915,181342,310,4.74,37.39,31.53,23.04,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
160,"85.00% XNSM, 15.00% DIPC",2915,181380,310,4.71,35.45,30.73,22.32,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
161,"85.00% XNSM, 15.00% DGPE",2915,181311,310,4.86,39.38,35.68,24.07,"[('D3A', 'C3'), ('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D3B', 'C3'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C2A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
162,"85.00% XNSM, 15.00% DGPC",2915,181310,310,4.84,38.24,36.99,23.66,"[('D3A', 'C3'), ('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D3B', 'C3'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C4B', 'D3B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('C2A', 'D3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C4A', 'D3A'), ('C2B', 'D3B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
163,"85.00% XNSM, 15.00% DFPE",2915,181368,310,4.71,35.51,42.72,21.81,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('D2B', 'C4'), ('D4B', 'C4'), ('C3B', 'C1'), ('GL1', 'Na'), ('C2A', 'C1'), ('D2A', 'C4'), ('D3B', 'C4'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('D3A', 'C4'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('D4A', 'C4'), ('C5B', 'C1'), ('C5A', 'C1')]","[('C1A', 'D2A'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('D3A', 'D4A'), ('C2A', 'C3A'), ('D2B', 'D3B'), ('GL1', 'GL2'), ('C1B', 'D2B'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('D2A', 'D3A'), ('GL1', 'PO4'), ('NH3', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('D3B', 'D4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
164,"85.00% XNSM, 15.00% DXPC",2915,179981,310,4.99,38.15,41.71,24.71,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C5A', 'C6A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
165,"85.00% XNSM, 15.00% DBSM",2915,181320,310,4.86,40.51,41.52,24.8,"[('C2A', 'C1'), ('C3A', 'C1'), ('NC3', 'Q0'), ('AM2', 'P5'), ('C1B', 'C1'), ('C2B', 'C1'), ('C4A', 'C1'), ('C6B', 'C1'), ('T1A', 'C3'), ('AM1', 'P1'), ('C5B', 'C1'), ('D4B', 'C3'), ('C5A', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('PO4', 'Qa')]","[('AM1', 'T1A'), ('C5B', 'C6B'), ('C3B', 'C4B'), ('AM1', 'PO4'), ('C5B', 'D4B'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('C2A', 'T1A'), ('AM1', 'AM2'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C4B', 'C5B'), ('C2A', 'C3A'), ('C4A', 'C5A'), ('C3A', 'C4A')]","[0.85, 0.15]"
166,"85.00% XNSM, 15.00% DXPE",2915,179996,310,5.02,39.91,41.65,25.54,"[('C3A', 'C1'), ('C2B', 'C1'), ('GL2', 'Na'), ('C6B', 'C1'), ('C4B', 'C1'), ('C3B', 'C1'), ('GL1', 'Na'), ('C6A', 'C1'), ('C2A', 'C1'), ('NH3', 'Qd'), ('PO4', 'Qa'), ('NC3', 'Q0'), ('T1A', 'C3'), ('AM1', 'P1'), ('D4B', 'C3'), ('C1A', 'C1'), ('C1B', 'C1'), ('AM2', 'P5'), ('C4A', 'C1'), ('C5B', 'C1'), ('C5A', 'C1')]","[('AM1', 'PO4'), ('C5B', 'D4B'), ('C2A', 'C3A'), ('GL1', 'GL2'), ('C1A', 'C2A'), ('C2A', 'T1A'), ('NC3', 'PO4'), ('C3B', 'D4B'), ('AM2', 'C1B'), ('C5A', 'C6A'), ('C1A', 'GL1'), ('C5B', 'C6B'), ('NH3', 'PO4'), ('GL1', 'PO4'), ('C1B', 'C2B'), ('C2B', 'C3B'), ('AM1', 'AM2'), ('C4B', 'C5B'), ('C3A', 'C4A'), ('AM1', 'T1A'), ('C3B', 'C4B'), ('C1B', 'GL2'), ('C4A', 'C5A')]","[0.85, 0.15]"
